.pred,brightness,year,lat,long
339.2756735450946,344.7,2019,-33.002,150.006
338.8663054141188,342.6,2019,-33.009,150.014
336.751269574083,332.4,2019,-33.027,149.98
336.11239067329444,328,2019,-33.029,149.995
338.0658092056335,337.8,2019,-33.192,150.068
338.10127252813675,339,2019,-33.2,150.051
338.23390197850864,339.8,2019,-33.197,150.061
337.6223330118663,336.3,2019,-33.228,150.055
338.5498610888817,340.8,2019,-33.23,150.069
336.4142936840156,321.9,2019,-33.417,150.415
340.80511065565696,341.1,2019,-33.747,150.143
345.6936034233589,359.1,2019,-33.749,150.159
362.8169572111923,394,2019,-33.759,150.157
363.1257769294603,394.5,2019,-33.752,150.152
339.9769540951417,338.1,2019,-33.754,150.168
337.51629896000475,326.1,2019,-33.746,149.996
343.51427007101904,352.6,2019,-33.763,150.151
339.08559960078844,336.9,2019,-33.778,149.992
339.8336088702225,340.5,2019,-33.781,150.022
340.6931944628983,342.5,2019,-33.788,150.083
338.94829550544324,333.3,2019,-33.79,150.1
348.67565627569144,369.9,2019,-33.79,150.006
339.84586693843005,339.1,2019,-33.832,149.998
338.66933250854265,333,2019,-33.834,150.014
339.34326329229555,337,2019,-33.836,150.029
339.1878030614961,336.6,2019,-33.838,150.045
339.3616857922008,337.2,2019,-33.839,150.06
337.87363680130767,328.8,2019,-33.835,150.069
340.65448748609833,343.7,2019,-33.84,150.021
340.14587377290746,341.5,2019,-33.842,150.037
341.82449742858375,348.6,2019,-33.843,150.052
340.6647374568436,342.1,2019,-33.857,150.081
341.51698671480364,344.8,2019,-33.9,150.073
339.51795974794555,335.3,2019,-33.901,150.089
338.4028624557987,328.8,2019,-33.91,150.072
337.8898432499716,325.7,2019,-34.2,150.029
338.75603502187136,331.1,2019,-34.204,150.02
337.456416542214,321.3,2019,-34.206,150.037
347.71822441072464,365.4,2019,-34.214,150.019
338.27329214311106,327.6,2019,-34.216,150.035
342.77678880854046,350.9,2019,-34.22,149.971
342.04578291234554,347.9,2019,-34.222,149.986
348.8898493196894,368.6,2019,-34.24,149.953
382.9508638048276,418.6,2019,-34.241,149.969
348.72403696958463,367.8,2019,-34.25,149.951
338.9012522881674,331.4,2019,-34.254,149.982
340.23413003910105,331.7,2019,-34.88,150.295
348.11262391812585,364,2019,-34.938,150.219
343.3411647033499,350.1,2019,-34.94,150.212
342.2332294082278,345.2,2019,-34.942,150.23
340.1031746421108,334.1,2019,-34.955,150.143
343.7479529718261,350.3,2019,-34.957,150.159
350.0855498195265,367.9,2019,-34.968,150.158
343.32909401764925,349,2019,-34.989,150.154
339.15949734658915,328.4,2019,-35.006,150.104
340.26310605301063,334.8,2019,-35.008,150.12
339.3517712444223,329.4,2019,-35.247,150.017
340.81583389351925,314.4,2019,-37.328,148.52
342.3444129574994,329,2019,-37.41,147.742
341.8700549952114,321.3,2019,-37.597,149.438
342.6622673332783,331.4,2019,-37.42,147.74
340.6825016929308,313.8,2019,-37.483,147.935
342.34607265042155,330.5,2019,-37.492,147.92
354.5491563112776,380.9,2019,-37.501,147.57
359.3462662512573,391.6,2019,-37.503,147.583
341.5627917373548,326.4,2019,-37.541,147.907
342.10645733351015,331.1,2019,-37.543,147.921
344.28634158788657,343.9,2019,-37.513,147.582
342.11148204751703,330,2019,-37.514,147.595
342.06849251163345,330.2,2019,-37.61,147.98
342.1393241494514,330.3,2019,-37.61,147.973
340.7548922687628,315.3,2019,-37.628,147.872
322.8176968728153,325.2,2019,-18.44,144.035
322.6565033343838,323.6,2019,-19.216,146.102
325.9751445415858,336.8,2019,-19.577,144.524
324.79972093419144,326.1,2019,-19.391,143.324
324.1153335798324,325.5,2019,-19.613,144.526
324.51109235158066,327.7,2019,-19.88,144.531
328.80916628582986,331.8,2019,-21.331,140.824
329.6958851264648,337.5,2019,-25.969,150.506
329.6068115004277,337.8,2019,-25.992,150.527
329.9525327515464,332.4,2019,-26.285,150.439
330.27873933592434,335.1,2019,-26.293,150.426
341.9395584895771,380.1,2019,-26.295,150.438
349.0006782945959,395.4,2019,-26.296,150.45
333.1311283768582,352.1,2019,-26.298,150.461
330.51122095103744,336.1,2019,-26.305,150.436
342.53240932926036,381.1,2019,-26.308,150.454
333.36485027144505,351.5,2019,-26.31,150.466
329.3277112100977,325.4,2019,-26.5,150.691
329.6532428354938,328.5,2019,-26.51,150.689
333.61390935663303,332.7,2019,-30.265,150.266
333.42628604866314,327.1,2019,-30.521,150.906
334.88167174735804,328,2019,-30.737,152.061
334.58739980962105,325.9,2019,-30.749,152.059
336.7150598330292,334.2,2019,-31.349,151.722
339.87700478629705,346,2019,-31.374,151.737
336.99230960528274,334.7,2019,-31.387,151.752
338.1151591811857,339.5,2019,-31.373,151.748
336.42337975722324,333.2,2019,-31.385,151.747
336.243860949642,332.7,2019,-31.386,151.763
465.16296596878135,459.5,2019,-31.4,151.779
351.8890137804798,373.9,2019,-31.411,151.778
365.8054559862214,393.6,2019,-31.413,151.796
337.03552583094256,333.6,2019,-31.442,152.084
339.51286043675924,346.3,2019,-31.49,151.333
337.12135948022893,333.3,2019,-31.597,152.132
336.1644047784997,328.4,2019,-31.617,152.142
338.7926391178425,343.7,2019,-31.59,151.215
335.53340674734324,331.9,2019,-31.594,151.248
336.9882728385034,338.6,2019,-31.605,151.247
337.4746673469824,337.3,2019,-31.591,151.209
338.0554443073987,341.6,2019,-31.592,151.224
335.47326516330315,329.3,2019,-31.628,151.136
329.47454153095316,335.9,2019,-19.92,122.954
329.853565847775,338.7,2019,-19.93,122.953
329.68672666974,337.1,2019,-19.939,122.951
329.1939289632219,332.9,2019,-19.94,122.961
333.833865644668,342.6,2019,-21.625,130.822
330.62978728531925,336.3,2019,-21.649,125.454
340.42904493834214,380.6,2019,-21.659,125.452
345.0951109186889,392.6,2019,-21.66,125.463
332.0074606349035,345.9,2019,-21.669,125.461
331.2623739045101,338.1,2019,-21.717,123.99
332.3022482709375,346.3,2019,-21.737,123.997
331.22181638845564,338.3,2019,-21.746,123.995
331.27011904689465,338.6,2019,-21.753,123.984
332.27765100439683,345.6,2019,-21.762,123.983
332.1647730520619,343.1,2019,-22.514,128.139
331.3981529911265,338,2019,-22.637,129.077
333.39521437904114,338.6,2019,-21.391,118.53
333.46317315917577,338.2,2019,-21.394,118.547
332.3446100907444,335.8,2019,-21.472,118.582
335.73220870909336,346.5,2019,-23.16,129.678
334.8860786729916,345.4,2019,-23.163,129.697
333.27228328636755,340.9,2019,-23.675,128.604
335.25877569876735,346.4,2019,-23.677,128.62
335.08906283080233,346.4,2019,-23.675,128.615
332.4682493827259,337,2019,-23.711,128.528
333.5027628425927,341.5,2019,-23.713,128.544
334.57041120475907,352.1,2019,-23.305,124.408
332.56519532365223,338.8,2019,-23.306,124.418
333.2993831368165,344,2019,-23.639,126.334
332.48863447969194,337.7,2019,-23.492,124.63
332.55186473427835,338.7,2019,-23.501,124.629
337.4679348871511,345,2019,-24.64,128.281
385.71563739515545,416.4,2019,-24.651,128.28
398.3281528410953,425.9,2019,-24.652,128.289
391.47648290233803,420.9,2019,-24.663,128.287
343.79695144340747,362.9,2019,-24.674,128.286
333.7612930200173,340.7,2019,-24.629,127.332
335.62503113036377,348.5,2019,-24.633,127.325
334.9787230358529,345.3,2019,-24.635,127.339
335.91050932511314,348.8,2019,-24.645,127.338
334.0560046925196,340,2019,-24.677,127.333
333.7897497555215,339.6,2019,-24.675,127.222
334.194198030637,342.4,2019,-24.676,127.236
360.03342518768795,399.7,2019,-24.686,127.318
339.364850091515,359.3,2019,-24.688,127.332
335.2742980172203,346.3,2019,-24.685,127.221
336.3707255858141,351.8,2019,-24.687,127.235
346.6788767672661,377.5,2019,-24.697,127.317
334.68481496649565,341.5,2019,-24.698,127.33
334.9252585042328,344.4,2019,-24.696,127.219
340.5488173923794,364.7,2019,-24.699,127.247
333.9835978989007,343,2019,-24.701,127.26
333.81225245272606,341.8,2019,-24.702,127.274
337.8838386924344,355.5,2019,-24.706,127.218
341.04324850935393,365.9,2019,-24.709,127.245
335.19582539863,346.4,2019,-24.714,127.286
333.74215534448035,338.7,2019,-24.701,127.212
336.19642926738874,349.8,2019,-24.702,127.226
336.0085582512084,349.2,2019,-24.705,127.253
335.03212842315776,344.4,2019,-24.707,127.267
334.560199171141,341.6,2019,-24.71,127.294
339.18816440865527,359.4,2019,-24.711,127.211
336.16235213169404,348.2,2019,-24.719,127.279
335.1552133051745,344,2019,-24.721,127.293
335.88210606421256,346,2019,-24.722,127.307
343.85760019072154,371.6,2019,-24.723,127.223
338.5821586329327,356.9,2019,-24.725,127.236
345.8205810382753,374.9,2019,-24.733,127.305
337.32837473588665,352.4,2019,-24.734,127.221
333.3210455786949,334.5,2019,-24.74,127.276
380.3480116524101,421.6,2019,-24.743,127.304
371.46284649287816,413.4,2019,-24.746,127.234
339.51277468366845,358.7,2019,-24.751,127.275
374.3803964904023,416.1,2019,-24.752,127.289
339.06387718050337,357,2019,-24.754,127.302
337.96505740246744,353.7,2019,-24.761,127.273
394.71386744615614,433.9,2019,-24.763,127.287
339.2750288336768,357.2,2019,-24.765,127.301
335.0863376841583,340.5,2019,-24.775,127.299
336.44001421546534,339.9,2019,-25.284,130.015
335.5773970263845,335.2,2019,-25.298,130.146
345.90154306170166,355.3,2019,-25.305,130.213
334.53429863015145,335.1,2019,-25.297,130.014
338.3351755325361,343.3,2019,-25.309,130.123
345.3948416065376,356.4,2019,-25.311,130.145
339.7682877390982,344.8,2019,-25.315,130.189
337.24412148904355,338.6,2019,-25.32,130.234
361.63655494829516,376.1,2019,-25.315,130.206
342.2171390366735,349.1,2019,-25.317,130.229
362.42730867843824,378.6,2019,-25.321,130.138
355.96898705055247,370.1,2019,-25.328,130.205
340.5419889957704,346.3,2019,-25.33,130.227
337.1515636424535,342.5,2019,-25.319,129.984
336.7598834818106,341.2,2019,-25.33,130.092
339.54094477313714,345.6,2019,-25.335,130.136
349.03064734607295,361,2019,-25.339,130.181
336.41605314261255,339.4,2019,-25.341,130.069
348.984580867941,361.6,2019,-25.345,130.113
351.9916859719903,365.2,2019,-25.348,130.135
352.59905879371854,365.3,2019,-25.352,130.179
359.2669370813482,373.7,2019,-25.354,130.202
335.0305636423181,332,2019,-25.365,130.059
337.1602211753798,336.1,2019,-25.719,131.543
336.74841291524416,334.8,2019,-25.72,131.536
336.8909565895123,341,2019,-25.76,129.858
338.56911873775033,344.4,2019,-25.762,129.879
334.0300613430347,334.8,2019,-25.703,128.435
335.3334925527433,339.7,2019,-25.833,128.361
336.77679038174097,348.2,2019,-26.467,125.786
335.770147667011,342.4,2019,-26.469,125.798
339.35175614497723,358.8,2019,-26.477,125.784
337.3777799784798,350,2019,-26.479,125.796
336.6406447386266,346.8,2019,-26.482,125.747
335.28084854150524,339.3,2019,-26.484,125.759
335.52210479853636,337.9,2019,-26.658,124.083
346.3909615664948,385,2019,-26.661,124.104
336.38559294155414,343.6,2019,-26.706,123.06
337.9307804281552,353.9,2019,-26.715,123.058
360.9323806294782,360.1,2019,-27.834,131.897
337.8636646753008,346.8,2019,-27.245,125.832
340.34914370846747,357.8,2019,-27.246,125.844
374.3223439689974,369.8,2019,-27.864,131.894
341.3897630559783,334.9,2019,-27.867,131.926
366.7125974499286,363.8,2019,-27.861,131.888
350.18527214093933,347.1,2019,-27.863,131.92
337.9148354702403,332.1,2019,-27.996,131.489
342.7958210296523,340.3,2019,-28.009,131.457
364.5938219215232,364.9,2019,-28.011,131.487
343.98151270292,358.9,2019,-27.717,128.13
351.8408530165842,373.8,2019,-27.719,128.147
345.59119867024907,361.9,2019,-27.729,128.128
369.74141461572054,396.5,2019,-27.731,128.146
338.57040024739626,340.7,2019,-27.78,128.602
338.3668242563935,343.3,2019,-27.713,128.124
345.7796092084351,362.8,2019,-27.714,128.142
338.1923232922897,345,2019,-27.716,128.159
339.22326267274536,332.8,2019,-28.012,131.511
359.9876617975921,384.5,2019,-27.726,128.14
353.290563679109,374.2,2019,-27.738,128.138
336.8651679764465,336.8,2019,-27.786,128.259
344.6431669750714,357.7,2019,-27.89,128.5
337.6644219709967,338.2,2019,-27.9,128.48
401.2831301426072,418.3,2019,-27.902,128.499
355.6548243173327,375.9,2019,-27.904,128.517
337.60046752177584,336.5,2019,-27.912,128.478
411.3070816903894,424.2,2019,-27.914,128.497
346.6587499565094,356.5,2019,-28.343,129.43
338.11824480835713,337.6,2019,-28.345,129.452
348.29589807444415,359.7,2019,-28.354,129.406
342.98916090870983,349.8,2019,-28.367,129.405
339.4832199489971,342.6,2019,-28.374,129.207
339.46857501309574,342.2,2019,-28.373,129.2
350.1059756779362,362.8,2019,-28.399,129.197
342.07216900451937,349,2019,-28.401,129.219
355.75364688801864,370.3,2019,-28.411,129.196
350.28842288826945,361.6,2019,-28.426,129.347
337.76428234367205,336.5,2019,-28.524,128.494
338.4723232032686,340.2,2019,-28.587,128.624
339.1080965186065,343.4,2019,-28.587,128.506
338.94923271398306,343.2,2019,-28.591,128.544
340.5342314007725,347,2019,-28.591,128.499
340.03997996323716,345.6,2019,-28.593,128.519
337.855954837882,339,2019,-28.594,128.538
337.6536869416951,338,2019,-28.596,128.557
341.4450395970415,349,2019,-28.603,128.498
340.75867890413053,347.2,2019,-28.621,128.554
341.05518417716695,348,2019,-28.623,128.574
339.41227232470777,352.7,2019,-27.923,122.767
337.937813495118,344,2019,-27.925,122.777
338.7060687481597,340,2019,-28.633,128.553
365.01796011161883,420.5,2019,-27.932,122.765
341.0261281547766,361.4,2019,-27.934,122.775
338.35959696311073,340.2,2019,-28.682,128.667
338.06790856512794,338.9,2019,-28.683,128.64
340.7049481434807,346.7,2019,-28.684,128.66
337.7836351543852,341.6,2019,-27.997,122.83
339.5692753920162,343.2,2019,-28.712,128.557
340.67412521015825,347.1,2019,-28.728,128.595
352.1412767321178,369,2019,-28.73,128.614
342.06964526879705,348.2,2019,-28.734,128.534
345.83626736880865,357.2,2019,-28.736,128.554
339.62457534790104,344,2019,-28.742,128.613
338.05933646043974,334.4,2019,-28.746,128.533
356.3592401417088,373.8,2019,-28.748,128.552
351.5102304909723,366.1,2019,-28.763,128.571
342.7986625568914,349.4,2019,-28.767,128.61
342.6038439628976,349.6,2019,-28.785,128.789
339.2240946511663,337.2,2019,-28.775,128.569
349.06377140283905,361.9,2019,-28.752,128.546
342.834614501254,349.3,2019,-28.754,128.566
339.01719753298323,339.9,2019,-28.759,128.625
353.9995687799647,369.7,2019,-28.768,128.584
345.45955974360197,354.9,2019,-28.77,128.604
347.062176011508,358.3,2019,-28.801,128.802
384.27495468787106,401.5,2019,-28.812,128.781
370.7604589093128,389.3,2019,-28.824,128.779
355.1662250428288,355.9,2019,-29.105,131.311
352.9031727970174,353.2,2019,-29.105,131.304
339.2166779022875,333.3,2019,-29.107,131.335
338.7407305588697,336.2,2019,-28.902,128.784
337.96672618521364,334.1,2019,-28.913,128.762
338.0264834641483,335,2019,-29.004,128.155
339.929634650511,342.3,2019,-29.009,128.148
341.05003196269314,346.9,2019,-29.051,128.2
355.66497878156184,375.5,2019,-29.063,128.198
341.0069465473517,357.3,2019,-28.187,121.207
343.86118161803876,369.6,2019,-28.188,121.218
338.06434503495916,333.3,2019,-29.168,128.217
341.9897815685205,348.1,2019,-29.19,128.02
345.75150877891105,356.2,2019,-29.2,128
369.5946347396944,392.4,2019,-29.202,128.018
343.25133189693577,351.3,2019,-29.204,128.037
357.71170689553037,377.2,2019,-29.215,128.035
344.90339512789825,354.5,2019,-29.217,128.054
361.7525466874109,383.1,2019,-29.219,128.072
343.27074745266674,351.1,2019,-29.221,128.091
343.6545896545651,332.8,2019,-30.697,132.963
347.7258815831546,337.5,2019,-30.714,132.962
348.4968525604911,338.3,2019,-30.701,132.957
340.94136125028064,339.6,2019,-30.777,123.403
341.6659464721272,346.6,2019,-30.783,123.447
350.65976787432584,382,2019,-30.791,123.434
354.1586438569631,391.3,2019,-30.792,123.446
340.7816348336179,339.8,2019,-30.798,123.422
347.1300453080618,370.9,2019,-30.8,123.433
342.97273811599405,352.3,2019,-30.808,123.42
357.5654878513824,398,2019,-30.809,123.431
340.6134457376193,338,2019,-30.811,123.442
340.49158365876696,338.4,2019,-30.818,123.498
351.63016717858216,383.7,2019,-30.814,123.424
347.660354167507,371.7,2019,-30.816,123.435
342.05632047358137,345.7,2019,-30.826,123.444
403.04022822757497,454.9,2019,-30.834,123.432
343.11094275671695,350.7,2019,-30.836,123.443
341.9474823493792,333.9,2019,-31.949,121.413
342.05511724128485,335.5,2019,-31.995,121.479
342.3998501386215,339.6,2019,-32.009,121.509
341.8780368986611,332.1,2019,-32.079,121.674
342.0385745435286,336.4,2019,-32.08,121.619
346.1423681814613,360.1,2019,-32.219,121.373
342.20466388416764,332.4,2019,-32.327,121.291
343.2770323922915,342.1,2019,-32.376,121.318
343.2762890568542,342.3,2019,-32.39,121.348
344.140777668494,349,2019,-32.611,121.099
344.9130501603883,354.5,2019,-32.627,121.085
344.0858991388185,349.6,2019,-32.648,121.102
343.0487954815144,341.8,2019,-32.65,121.113
344.5157825394123,348.8,2019,-32.674,121.086
343.49300655341256,342.9,2019,-32.675,121.097
346.5254614138636,359.1,2019,-32.688,121.182
345.14604369939786,353.4,2019,-32.695,121.17
351.64824722208056,379.5,2019,-32.697,121.18
343.09173758195146,337.2,2019,-32.701,121.151
345.07179302420764,350.8,2019,-32.703,121.162
373.0999776455937,423.8,2019,-32.704,121.172
347.96398743989363,364.6,2019,-32.706,121.183
344.05209454156955,345,2019,-32.713,121.105
345.0506498845358,345.2,2019,-33.198,122.244
347.88185320637126,360.6,2019,-33.199,122.255
344.0604781261759,337.7,2019,-33.927,122.135
373.7304826654622,419.5,2019,-33.931,122.1
352.57130776147255,378.4,2019,-33.933,122.111
346.55248145536876,340.1,2019,-34.319,118.354
345.53816149102164,331.6,2019,-34.321,118.366
345.5860959847172,332.4,2019,-34.317,118.28
360.66144518827156,390.5,2019,-34.323,118.316
380.7672389208462,423.8,2019,-34.325,118.328
349.1283702334816,354.1,2019,-34.327,118.34
376.5582601008665,418.4,2019,-34.329,118.352
358.21663580638995,384.6,2019,-34.331,118.363
346.2929441359991,335.6,2019,-34.333,118.375
348.9154675577434,351.9,2019,-34.336,118.338
363.23261507894796,395.8,2019,-34.338,118.35
362.656146398676,394.5,2019,-34.34,118.361
350.01847051388546,356.6,2019,-34.342,118.373
391.263201412467,436,2019,-34.336,118.276
349.38288173575546,354.7,2019,-34.338,118.288
351.4366925736592,362.1,2019,-34.346,118.336
350.11700473285276,359.9,2019,-34.325,118.153
346.9060683631094,342.4,2019,-34.329,118.177
348.14982787580607,350,2019,-34.345,118.274
364.0024253204509,397,2019,-34.347,118.286
353.8214693131649,370.7,2019,-34.349,118.298
346.64987123429773,344.1,2019,-34.332,118.139
349.74287981515346,359.8,2019,-34.334,118.151
346.3400572796899,340.5,2019,-34.354,118.272
357.326305294959,381.9,2019,-34.357,118.284
351.6865101547359,365.9,2019,-34.364,118.27
362.47693972708123,393.7,2019,-34.369,118.275
352.36507896635004,366.5,2019,-34.371,118.287
354.0881180779716,372.2,2019,-34.381,118.284
346.86853162483385,339.5,2019,-34.365,118.075
357.84058907026844,382.8,2019,-34.407,118.089
352.56539556837436,368.5,2019,-34.409,118.101
352.66818314181796,366.6,2019,-34.416,118.087
347.4802535050528,347.4,2019,-34.428,118.16
351.60969078423074,365.1,2019,-34.43,118.172
347.1943492394632,343.4,2019,-34.432,118.184
348.00748770614405,348,2019,-34.434,118.133
359.52243911706995,387.5,2019,-34.436,118.145
426.02952953601147,465,2019,-34.438,118.157
409.5685833418545,452.3,2019,-34.44,118.169
370.14498354264737,407.5,2019,-34.442,118.181
346.5065368282959,339.9,2019,-34.436,118.126
353.55435578994064,371.3,2019,-34.439,118.138
378.4814622821179,420.4,2019,-34.441,118.15
405.0898864404623,448.5,2019,-34.443,118.162
353.2675285094744,369.7,2019,-34.445,118.174
346.8928114916478,341.5,2019,-34.448,118.135
346.12416351505107,336.6,2019,-34.45,118.147
323.9288428385675,323.8,2019,-15.478,125.066
325.0200859899718,311.5,2019,-16.357,123.346
355.68739181944215,340.7,2019,-32.584,150.575
338.7782924417392,325.6,2019,-31.789,151.849
339.68165001929714,325.8,2019,-31.609,151.238
336.89435721603155,319.7,2019,-31.586,152.135
341.01692613219836,327.6,2019,-31.607,151.232
350.82084337261784,336.6,2019,-31.494,151.352
413.04458418754075,377.3,2019,-31.497,151.304
341.6014934679931,326.5,2019,-31.418,151.807
347.540802175912,334.7,2019,-31.42,151.765
340.8197632281764,325.8,2019,-31.395,151.923
354.2745310104151,343.1,2019,-31.401,151.807
364.27796591493984,349.2,2019,-31.491,151.344
336.90076803883886,318.7,2019,-31.405,151.917
358.8785577799964,347.6,2019,-31.412,151.8
360.4894206435332,348.9,2019,-31.415,151.756
362.01669935374866,350.3,2019,-31.395,151.799
393.3766564280472,371.4,2019,-31.398,151.756
341.3850947076916,325.2,2019,-31.35,151.717
342.01816450984757,326.2,2019,-31.345,151.713
337.18427264129116,325.1,2019,-30.638,151.963
336.47152204868183,324.2,2019,-30.631,151.96
359.0172029653877,348.4,2019,-30.525,150.85
341.7259352518716,332.8,2019,-30.508,150.85
356.06245408634396,346.3,2019,-30.525,150.846
338.7320213527065,329.2,2019,-30.507,150.845
336.0190253603652,321.9,2019,-29.463,152.168
339.876311086654,328.3,2019,-29.465,152.132
343.71105084094296,336,2019,-29.447,152.166
337.9561719906006,325.6,2019,-29.449,152.131
352.2253407756464,346.7,2019,-29.453,152.159
339.1478887302132,327.8,2019,-29.456,152.122
338.26355475733465,327.1,2019,-29.403,152.187
338.8078577276919,326.4,2019,-29.408,152.118
338.1439772621954,325.8,2019,-29.39,152.151
336.79753149236814,325.5,2019,-29.328,151.999
364.50729458881216,352.3,2019,-26.311,150.425
352.79359813212506,343,2019,-26.306,150.459
355.98547830501593,345.7,2019,-26.309,150.417
313.09415287192775,313.6,2019,-11.602,153.752
344.38555926199996,323.7,2019,-37.613,149.422
365.131706915365,361,2019,-37.599,149.417
342.8218551976982,323.6,2019,-37.61,147.976
341.90281261807604,320.2,2019,-37.636,147.858
343.92713691211685,328.9,2019,-37.603,147.948
342.73147090267946,325.3,2019,-37.555,147.927
346.80809627484996,339.6,2019,-37.548,147.898
404.5981643750341,406.4,2019,-37.553,147.874
373.75524825666423,381.3,2019,-37.541,147.869
343.66681569180986,330.8,2019,-37.537,147.641
348.60802154665527,344.6,2019,-37.524,147.63
356.85614336479307,360.3,2019,-37.504,147.598
346.0503086436052,332.9,2019,-37.226,148.382
344.0414390950509,322.1,2019,-35.626,150.012
346.2981919558767,328.7,2019,-35.616,150.003
338.4391438729548,310.6,2019,-32.755,151.056
338.51128499894884,311.2,2019,-32.757,151.052
345.09491686994977,330.9,2019,-32.595,150.581
339.9805455940341,347.3,2019,-33.199,138.076
338.94750444137674,344.8,2019,-32.024,135.922
340.14573575594005,346.2,2019,-30.775,132.854
347.6470620888055,366.6,2019,-30.719,132.96
352.1394933943422,376,2019,-30.719,132.955
343.4764340803139,356.5,2019,-30.708,132.953
343.9617342505573,353.6,2019,-29.128,131.327
340.79011962689606,345.7,2019,-29.13,131.308
383.0962042252964,404.9,2019,-29.116,131.325
361.75253975771886,383.2,2019,-29.118,131.306
369.7103615128642,392.8,2019,-29.104,131.324
338.7692244920276,341.1,2019,-29.108,131.286
412.0539218275936,425.3,2019,-29.092,131.322
352.8153532495087,370.9,2019,-29.094,131.303
341.8324896672606,349.9,2019,-29.082,131.302
355.14251299324707,375.1,2019,-29.066,131.338
343.53360104028127,354.7,2019,-29.068,131.319
348.6225289897835,365.6,2019,-29.086,131.336
378.92372269712155,402,2019,-29.088,131.317
340.0912836015586,345.5,2019,-29.09,131.298
360.2647680853235,382.2,2019,-29.074,131.334
342.2914161996974,352,2019,-29.076,131.315
346.4489993943279,360.3,2019,-29.062,131.333
344.5569754235097,339.8,2019,-29.246,128.085
343.3477600311153,338.7,2019,-29.248,128.078
344.9734709471592,342.4,2019,-29.231,128.108
345.54724263651156,343.8,2019,-29.236,128.044
348.65107364997584,349.7,2019,-29.216,128.107
351.3864887085743,353.5,2019,-29.218,128.075
358.42116355280564,360.3,2019,-29.22,128.043
367.6572069005692,365.3,2019,-29.176,128.231
343.0312405934398,342.9,2019,-29.192,128.008
359.475973275861,360,2019,-29.148,128.197
365.8486699262436,363.5,2019,-29.178,128.226
346.4452870146717,347.5,2019,-29.196,128.003
381.3084061528036,375.7,2019,-29.13,128.253
355.4593068278627,353.4,2019,-29.115,128.252
369.93879974208215,368.7,2019,-29.1,128.251
