hotel,country,average_daily_rate
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,RUS,141.562
Resort Hotel,SWE,108.02582417582417
Resort Hotel,POL,86.37809523809524
Resort Hotel,FRA,66.79373297002725
Resort Hotel,GBR,73.86021634615385
Resort Hotel,GBR,73.86021634615385
Resort Hotel,GBR,73.86021634615385
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,USA,148.49224137931034
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,GBR,99.04005334427575
Resort Hotel,AUS,125.45777777777778
Resort Hotel,GBR,99.04005334427575
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.29466471404348
Resort Hotel,POL,97.3790909090909
Resort Hotel,PRT,110.88641649048625
Resort Hotel,EST,102.82117647058824
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,RUS,87.99636363636364
Resort Hotel,GBR,99.04005334427575
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,110.88641649048625
Resort Hotel,IRL,98.78968056787933
Resort Hotel,PRT,110.29466471404348
Resort Hotel,GBR,99.04005334427575
Resort Hotel,DNK,106.63972972972972
Resort Hotel,GBR,99.04005334427575
Resort Hotel,GBR,99.04005334427575
Resort Hotel,PRT,77.10002823719242
Resort Hotel,ESP,136.91021782977006
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,77.10002823719242
Resort Hotel,ESP,136.91021782977006
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.29466471404348
Resort Hotel,GBR,99.04005334427575
Resort Hotel,PRT,110.29466471404348
Resort Hotel,CZE,114.85882352941177
Resort Hotel,GBR,97.29138009049774
Resort Hotel,DEU,101.38976034858388
Resort Hotel,ESP,127.92289655172414
Resort Hotel,ESP,136.91021782977006
Resort Hotel,PRT,51.644649646931015
Resort Hotel,ESP,69.89027253668763
Resort Hotel,ROU,129.57456140350877
Resort Hotel,PRT,110.29466471404348
Resort Hotel,ESP,136.91021782977006
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.29466471404348
Resort Hotel,CN,128.81003215434083
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,GBR,99.04005334427575
Resort Hotel,BRA,79.6170588235294
Resort Hotel,PRT,77.10002823719242
Resort Hotel,ESP,69.89027253668763
Resort Hotel,PRT,110.88641649048625
Resort Hotel,GBR,73.86021634615385
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,77.10002823719242
Resort Hotel,GBR,73.86021634615385
Resort Hotel,PRT,110.29466471404348
Resort Hotel,GBR,73.86021634615385
Resort Hotel,ESP,136.91021782977006
Resort Hotel,PRT,110.29466471404348
Resort Hotel,FRA,108.42786464410734
Resort Hotel,PRT,110.29466471404348
Resort Hotel,GBR,73.86021634615385
Resort Hotel,GBR,73.86021634615385
Resort Hotel,PRT,77.10002823719242
Resort Hotel,GBR,73.86021634615385
Resort Hotel,PRT,110.29466471404348
Resort Hotel,BEL,104.72053333333334
Resort Hotel,ESP,136.91021782977006
Resort Hotel,FRA,108.42786464410734
Resort Hotel,ESP,136.91021782977006
Resort Hotel,BEL,104.72053333333334
Resort Hotel,ITA,85.66275862068966
Resort Hotel,ESP,136.91021782977006
Resort Hotel,PRT,110.29466471404348
Resort Hotel,FRA,66.79373297002725
Resort Hotel,FIN,88.15388888888889
Resort Hotel,CN,130.712
Resort Hotel,ESP,69.89027253668763
Resort Hotel,PRT,110.29466471404348
Resort Hotel,IRL,98.78968056787933
Resort Hotel,ESP,136.91021782977006
Resort Hotel,ESP,136.91021782977006
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,110.29466471404348
Resort Hotel,GBR,99.04005334427575
Resort Hotel,ESP,136.91021782977006
Resort Hotel,ESP,136.91021782977006
Resort Hotel,AUS,137.6777358490566
Resort Hotel,ESP,136.91021782977006
Resort Hotel,PRT,110.88641649048625
Resort Hotel,ESP,136.91021782977006
Resort Hotel,ESP,136.91021782977006
Resort Hotel,PRT,110.29466471404348
Resort Hotel,USA,135.43891304347827
Resort Hotel,PRT,110.29466471404348
Resort Hotel,ESP,136.91021782977006
Resort Hotel,PRT,110.29466471404348
Resort Hotel,ESP,127.92289655172414
Resort Hotel,PRT,51.644649646931015
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,110.88641649048625
Resort Hotel,ESP,127.92289655172414
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,ESP,127.92289655172414
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,77.10002823719242
Resort Hotel,FRA,108.42786464410734
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,110.88641649048625
Resort Hotel,ESP,127.92289655172414
Resort Hotel,PRT,110.29466471404348
Resort Hotel,ROU,129.57456140350877
Resort Hotel,ESP,136.91021782977006
Resort Hotel,FIN,58.48947368421052
Resort Hotel,GBR,99.04005334427575
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,51.644649646931015
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,ESP,136.91021782977006
Resort Hotel,POL,97.3790909090909
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.29466471404348
Resort Hotel,ESP,136.91021782977006
Resort Hotel,ESP,136.91021782977006
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,110.29466471404348
Resort Hotel,IRL,108.09834319526627
Resort Hotel,IRL,98.78968056787933
Resort Hotel,SWE,108.02582417582417
Resort Hotel,SWE,108.02582417582417
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,51.644649646931015
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,110.29466471404348
Resort Hotel,POL,97.3790909090909
Resort Hotel,PRT,110.29466471404348
Resort Hotel,GBR,99.04005334427575
Resort Hotel,PRT,70.40996187175044
Resort Hotel,PRT,70.40996187175044
Resort Hotel,PRT,70.40996187175044
Resort Hotel,PRT,70.40996187175044
Resort Hotel,PRT,70.40996187175044
Resort Hotel,GBR,99.04005334427575
Resort Hotel,PRT,70.40996187175044
Resort Hotel,PRT,70.40996187175044
Resort Hotel,PRT,70.40996187175044
Resort Hotel,PRT,70.40996187175044
Resort Hotel,PRT,70.40996187175044
Resort Hotel,PRT,70.40996187175044
Resort Hotel,PRT,70.40996187175044
Resort Hotel,PRT,70.40996187175044
Resort Hotel,PRT,70.40996187175044
Resort Hotel,PRT,70.40996187175044
Resort Hotel,PRT,70.40996187175044
Resort Hotel,PRT,70.40996187175044
Resort Hotel,PRT,70.40996187175044
Resort Hotel,PRT,70.40996187175044
Resort Hotel,PRT,70.40996187175044
Resort Hotel,PRT,110.29466471404348
Resort Hotel,DNK,106.63972972972972
Resort Hotel,FIN,88.15388888888889
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.29466471404348
Resort Hotel,USA,135.43891304347827
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,DNK,106.63972972972972
Resort Hotel,ESP,127.92289655172414
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,ESP,136.91021782977006
Resort Hotel,IRL,108.09834319526627
Resort Hotel,PRT,110.88641649048625
Resort Hotel,IRL,108.09834319526627
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,GBR,73.86021634615385
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.88641649048625
Resort Hotel,ESP,136.91021782977006
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.88641649048625
Resort Hotel,ESP,127.92289655172414
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,77.10002823719242
Resort Hotel,ESP,127.92289655172414
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.29466471404348
Resort Hotel,ESP,127.92289655172414
Resort Hotel,IRL,98.78968056787933
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,GBR,73.86021634615385
Resort Hotel,PRT,110.29466471404348
Resort Hotel,ESP,136.91021782977006
Resort Hotel,ESP,136.91021782977006
Resort Hotel,FRA,115.92145454545455
Resort Hotel,ESP,127.92289655172414
Resort Hotel,MOZ,157.58333333333334
Resort Hotel,BWA,118.5
Resort Hotel,PRT,110.29466471404348
Resort Hotel,GBR,73.86021634615385
Resort Hotel,ESP,136.91021782977006
Resort Hotel,DEU,101.38976034858388
Resort Hotel,PRT,110.29466471404348
Resort Hotel,IRL,67.49347107438017
Resort Hotel,GBR,99.04005334427575
Resort Hotel,PRT,110.88641649048625
Resort Hotel,MOZ,157.58333333333334
Resort Hotel,ESP,136.91021782977006
Resort Hotel,PRT,110.88641649048625
Resort Hotel,ESP,136.91021782977006
Resort Hotel,PRT,110.88641649048625
Resort Hotel,LUX,162.7478181818182
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,77.10002823719242
Resort Hotel,GBR,99.04005334427575
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.29466471404348
Resort Hotel,CN,130.712
Resort Hotel,PRT,110.88641649048625
Resort Hotel,ESP,136.91021782977006
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.88641649048625
Resort Hotel,ESP,69.89027253668763
Resort Hotel,PRT,110.29466471404348
Resort Hotel,ESP,69.89027253668763
Resort Hotel,IRL,98.78968056787933
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.29466471404348
Resort Hotel,NLD,87.98692307692308
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,77.10002823719242
Resort Hotel,ESP,136.91021782977006
Resort Hotel,PRT,110.29466471404348
Resort Hotel,GBR,73.86021634615385
Resort Hotel,PRT,77.10002823719242
Resort Hotel,RUS,141.62565217391304
Resort Hotel,PRT,110.29466471404348
Resort Hotel,IRL,67.49347107438017
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,GBR,73.86021634615385
Resort Hotel,IRL,67.49347107438017
Resort Hotel,PRT,110.29466471404348
Resort Hotel,GBR,73.86021634615385
Resort Hotel,GBR,73.86021634615385
Resort Hotel,ESP,136.91021782977006
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,POL,97.3790909090909
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.29466471404348
Resort Hotel,NOR,122.55577464788732
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,ESP,69.89027253668763
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.29466471404348
Resort Hotel,GBR,73.86021634615385
Resort Hotel,PRT,110.88641649048625
Resort Hotel,GBR,99.04005334427575
Resort Hotel,PRT,110.29466471404348
Resort Hotel,ESP,69.89027253668763
Resort Hotel,ESP,136.91021782977006
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,51.644649646931015
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.88641649048625
Resort Hotel,IRL,98.78968056787933
Resort Hotel,CHE,80.57314285714286
Resort Hotel,PRT,110.29466471404348
Resort Hotel,IRL,108.09834319526627
Resort Hotel,GBR,99.04005334427575
Resort Hotel,ESP,127.92289655172414
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,FRA,108.42786464410734
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.88641649048625
Resort Hotel,ESP,136.91021782977006
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,ESP,136.91021782977006
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.88641649048625
Resort Hotel,CN,81.13842592592593
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,ROU,130.44170731707317
Resort Hotel,ESP,136.91021782977006
Resort Hotel,BRA,114.23591715976332
Resort Hotel,PRT,110.88641649048625
Resort Hotel,ESP,136.91021782977006
Resort Hotel,ESP,136.91021782977006
Resort Hotel,ESP,136.91021782977006
Resort Hotel,PRT,110.29466471404348
Resort Hotel,ESP,136.91021782977006
Resort Hotel,PRT,110.29466471404348
Resort Hotel,ESP,127.92289655172414
Resort Hotel,BRA,114.23591715976332
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,77.10002823719242
Resort Hotel,RUS,141.62565217391304
Resort Hotel,PRT,110.29466471404348
Resort Hotel,ESP,69.89027253668763
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,SVN,119.15375
Resort Hotel,PRT,110.29466471404348
Resort Hotel,ALB,71.075
Resort Hotel,GBR,99.04005334427575
Resort Hotel,GBR,99.04005334427575
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.88641649048625
Resort Hotel,ESP,136.91021782977006
Resort Hotel,GBR,73.86021634615385
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,77.10002823719242
Resort Hotel,ESP,69.89027253668763
Resort Hotel,ESP,136.91021782977006
Resort Hotel,ESP,69.89027253668763
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.88641649048625
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.88641649048625
Resort Hotel,ESP,136.91021782977006
Resort Hotel,PRT,77.10002823719242
Resort Hotel,GBR,99.04005334427575
Resort Hotel,PRT,77.10002823719242
Resort Hotel,ESP,136.91021782977006
Resort Hotel,ESP,136.91021782977006
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.88641649048625
Resort Hotel,IRL,108.09834319526627
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,77.10002823719242
Resort Hotel,PRT,110.88641649048625
Resort Hotel,GBR,99.04005334427575
Resort Hotel,GBR,99.04005334427575
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
Resort Hotel,PRT,110.29466471404348
